ID,Loan_Type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship,Default
3247,Car ,Female,34,HS      ,108520,643,0,2,Citizen    ,0
3248,Home,Male  ,45,HS      ,98341,673,9,2,Citizen    ,0
3249,Car ,Male  ,36,College ,92253,523,3,2,Citizen    ,0
3250,Car ,Female,47,HS      ,88539,552,0,2,Citizen    ,0
3251,Car ,Female,47,HS      ,118047,552,0,2,Citizen    ,0
3252,Car ,Male  ,44,College ,84011,574,2,2,Citizen    ,0
3253,Car ,Male  ,44,HS      ,92225,615,1,2,Citizen    ,0
3254,Car ,Female,38,HS      ,74768,581,0,2,Citizen    ,0
3255,Car ,Female,42,College ,118106,557,0,2,Citizen    ,0
3256,Home,Female,31,College ,110524,691,9,2,Citizen    ,1
3257,Home,Male  ,44,HS      ,90887,599,11,2,Citizen    ,0
3258,Car ,Male  ,29,College ,92616,639,2,2,Citizen    ,0
3259,Home,Female,30,HS      ,93635,540,6,2,Citizen    ,0
3260,Car ,Female,43,HS      ,111207,647,0,2,Citizen    ,0
3261,Car ,Female,31,HS      ,104416,536,0,2,Citizen    ,0
3262,Car ,Male  ,33,HS      ,88905,683,0,2,Citizen    ,0
3263,Car ,Male  ,40,College ,90591,674,1,2,Citizen    ,0
3264,Car ,Male  ,41,HS      ,69769,538,1,2,Citizen    ,0
3265,Home,Male  ,38,HS      ,46246,638,3,2,Citizen    ,0
3266,Car ,Female,37,College ,83115,554,2,2,Citizen    ,0
3267,Car ,Male  ,36,HS      ,95798,647,1,2,Citizen    ,0
3268,Home,Male  ,52,HS      ,112931,652,12,2,Citizen    ,0
3269,Car ,Male  ,45,HS      ,95613,503,2,2,Citizen    ,0
3270,Car ,Female,51,College ,93078,686,1,2,Citizen    ,0
3271,Home,Female,35,Gradaute,82975,612,8,2,Citizen    ,0
3272,Car ,Male  ,51,HS      ,93648,601,0,2,Citizen    ,0
3273,Car ,Female,45,HS      ,120763,692,1,2,Citizen    ,0
3274,Car ,Male  ,51,College ,95927,558,3,2,Citizen    ,0
3275,Car ,Male  ,44,HS      ,83445,648,0,2,Citizen    ,0
3276,Car ,Male  ,43,HS      ,72141,605,0,2,Citizen    ,0
3277,Home,Male  ,39,HS      ,94057,585,8,2,Citizen    ,0
3278,Home,Male  ,37,HS      ,153485,691,6,2,Citizen    ,1
3279,Home,Female,42,HS      ,99280,570,6,2,Citizen    ,0
3280,Car ,Female,50,Gradaute,94036,630,3,1,Non-citizen,0
3281,Car ,Female,41,College ,103351,563,0,2,Citizen    ,0
3282,Home,Female,41,HS      ,116560,569,5,2,Citizen    ,0
3283,Car ,Female,44,College ,112529,578,3,2,Citizen    ,0
3284,Car ,Male  ,44,HS      ,73646,553,0,2,Citizen    ,0
3285,Car ,Female,48,HS      ,103369,650,0,1,Non-citizen,1
3286,Car ,Male  ,45,HS      ,80528,653,2,1,Citizen    ,0
3287,Car ,Male  ,30,Gradaute,95262,503,0,2,Citizen    ,0
3288,Home,Male  ,48,HS      ,61304,535,4,2,Citizen    ,0
3289,Car ,Male  ,35,HS      ,88000,553,1,2,Citizen    ,0
3290,Car ,Female,48,Gradaute,105270,631,2,1,Citizen    ,0
3291,Car ,Female,47,HS      ,65011,662,0,2,Citizen    ,0
3292,Home,Female,41,College ,109859,717,8,2,Citizen    ,0
3293,Home,Male  ,44,HS      ,94496,476,6,2,Citizen    ,0
3294,Car ,Male  ,38,College ,96910,580,1,2,Citizen    ,0
3295,Home,Female,45,College ,84561,608,8,2,Citizen    ,0
3296,Car ,Male  ,46,College ,102012,522,2,2,Citizen    ,0
3297,Car ,Female,43,HS      ,119550,611,0,2,Citizen    ,1
3298,Car ,Male  ,36,HS      ,53829,440,1,2,Citizen    ,0
3299,Home,Female,41,HS      ,109577,658,3,2,Citizen    ,0
3300,Car ,Female,49,College ,107024,628,3,2,Citizen    ,0
3301,Home,Female,41,College ,104782,627,6,2,Citizen    ,0
3302,Car ,Male  ,38,HS      ,56664,440,0,2,Citizen    ,0
3303,Home,Male  ,47,HS      ,86058,566,6,2,Citizen    ,0
3304,Home,Male  ,39,HS      ,102830,528,5,2,Citizen    ,0
3305,Home,Male  ,41,HS      ,100474,614,8,2,Citizen    ,0
3306,Home,Male  ,27,HS      ,86671,621,3,2,Citizen    ,0
3307,Car ,Male  ,51,College ,107359,549,2,2,Citizen    ,0
3308,Car ,Female,46,HS      ,76293,672,1,2,Citizen    ,0
3309,Home,Female,34,College ,117536,572,6,2,Citizen    ,0
3310,Home,Male  ,35,HS      ,101662,571,4,2,Citizen    ,0
3311,Car ,Female,56,Gradaute,144703,605,2,2,Citizen    ,0
3312,Car ,Female,40,HS      ,86670,612,0,2,Citizen    ,0
3313,Home,Male  ,47,HS      ,84198,645,4,2,Citizen    ,0
3314,Car ,Male  ,50,HS      ,112980,590,1,2,Citizen    ,0
3315,Car ,Female,52,College ,107519,713,3,2,Citizen    ,1
3316,Home,Male  ,43,HS      ,102542,596,2,2,Citizen    ,0
3317,Car ,Female,42,HS      ,104381,591,0,2,Citizen    ,0
3318,Car ,Female,56,College ,113135,716,3,2,Non-citizen,0
3319,Car ,Female,40,HS      ,95495,574,0,2,Citizen    ,0
3320,Car ,Male  ,44,College ,101618,650,3,2,Citizen    ,0
3321,Home,Male  ,32,HS      ,86521,539,1,2,Citizen    ,0
3322,Car ,Male  ,36,College ,114529,662,0,2,Citizen    ,0
3323,Home,Male  ,35,College ,87281,583,3,2,Citizen    ,0
3324,Home,Female,35,HS      ,81510,583,7,2,Citizen    ,0
3325,Car ,Female,54,Gradaute,131918,723,2,2,Non-citizen,1
3326,Car ,Male  ,43,College ,94918,577,2,2,Citizen    ,0
3327,Home,Female,40,HS      ,127092,559,4,2,Citizen    ,0
3328,Car ,Male  ,54,HS      ,108611,530,2,2,Citizen    ,0
3329,Car ,Male  ,40,College ,96462,640,1,2,Citizen    ,0
3330,Home,Male  ,53,HS      ,119465,710,6,2,Citizen    ,0
3331,Home,Male  ,43,College ,93290,531,8,2,Citizen    ,0
3332,Car ,Male  ,46,College ,126705,683,2,2,Citizen    ,0
3333,Car ,Male  ,40,HS      ,82623,600,0,2,Citizen    ,0
3334,Home,Female,42,HS      ,88446,531,1,2,Citizen    ,0
3335,Car ,Female,52,HS      ,108182,707,0,2,Citizen    ,0
3336,Car ,Female,52,Gradaute,115924,674,3,2,Citizen    ,0
3337,Car ,Male  ,31,HS      ,79123,584,1,2,Citizen    ,0
3338,Car ,Male  ,43,HS      ,76274,482,0,2,Citizen    ,0
3339,Car ,Male  ,34,HS      ,59790,578,0,2,Citizen    ,0
3340,Home,Male  ,52,HS      ,136464,559,10,2,Citizen    ,0
3341,Car ,Female,45,Gradaute,75042,574,2,2,Non-citizen,1
3342,Car ,Male  ,58,College ,110320,563,2,2,Citizen    ,0
3343,Car ,Male  ,43,HS      ,87706,541,0,2,Citizen    ,0
3344,Car ,Male  ,53,HS      ,91028,604,2,2,Citizen    ,0
3345,Home,Male  ,50,HS      ,101161,677,5,2,Citizen    ,0
3346,Car ,Male  ,45,HS      ,87196,702,0,2,Citizen    ,0
3347,Car ,Male  ,53,College ,121246,583,2,2,Citizen    ,0
3348,Car ,Male  ,39,College ,74547,534,3,2,Citizen    ,0
3349,Car ,Male  ,44,HS      ,66957,478,0,2,Citizen    ,0
3350,Car ,Male  ,47,College ,92756,660,0,2,Citizen    ,0
3351,Home,Female,36,HS      ,99553,549,4,2,Citizen    ,0
3352,Car ,Female,38,College ,81728,640,0,2,Citizen    ,0
3353,Car ,Female,33,HS      ,76935,600,0,2,Citizen    ,0
3354,Car ,Female,50,College ,103079,611,3,2,Citizen    ,0
3355,Car ,Male  ,42,HS      ,94311,590,1,2,Citizen    ,0
3356,Home,Female,50,HS      ,104906,626,8,1,Citizen    ,0
3357,Home,Female,40,HS      ,122257,608,8,1,Citizen    ,0
3358,Car ,Female,48,HS      ,121214,590,2,2,Citizen    ,0
3359,Car ,Female,48,HS      ,108397,617,3,2,Citizen    ,0
3360,Home,Male  ,46,HS      ,83039,572,7,2,Citizen    ,0
3361,Car ,Female,43,HS      ,96342,647,1,2,Citizen    ,0
3362,Car ,Male  ,52,HS      ,71495,731,1,2,Citizen    ,0
3363,Home,Female,30,HS      ,101006,672,1,2,Citizen    ,0
3364,Car ,Male  ,37,HS      ,128348,588,2,2,Citizen    ,0
3365,Car ,Female,40,HS      ,104985,578,0,2,Citizen    ,0
3366,Car ,Male  ,42,HS      ,98272,611,2,1,Citizen    ,0
3367,Car ,Male  ,41,College ,95433,690,1,2,Citizen    ,0
3368,Car ,Female,44,College ,120063,589,3,1,Citizen    ,0
3369,Car ,Male  ,43,College ,93145,543,2,2,Citizen    ,0
3370,Car ,Male  ,47,College ,77161,673,2,2,Citizen    ,0
3371,Home,Male  ,43,HS      ,102018,541,6,2,Citizen    ,0
3372,Car ,Male  ,45,HS      ,118975,631,2,2,Citizen    ,0
3373,Home,Female,41,HS      ,97026,634,1,1,Citizen    ,0
3374,Car ,Male  ,41,HS      ,91887,624,2,2,Citizen    ,0
3375,Home,Female,43,College ,147138,613,7,2,Citizen    ,0
3376,Home,Male  ,33,College ,84820,641,10,2,Citizen    ,0
3377,Home,Female,43,HS      ,70114,589,5,2,Citizen    ,0
3378,Car ,Male  ,52,College ,103898,708,1,2,Citizen    ,0
3379,Car ,Male  ,44,HS      ,104265,556,3,2,Citizen    ,0
3380,Home,Female,38,HS      ,81330,492,6,2,Citizen    ,0
3381,Car ,Female,42,College ,92151,560,0,2,Citizen    ,0
3382,Car ,Male  ,43,HS      ,85421,612,0,2,Citizen    ,0
3383,Car ,Female,45,College ,78728,601,2,2,Citizen    ,0
3384,Car ,Male  ,44,College ,87225,538,0,2,Citizen    ,0
3385,Home,Male  ,47,College ,120864,582,10,2,Citizen    ,0
3386,Car ,Male  ,51,HS      ,91656,600,1,2,Citizen    ,0
3387,Home,Female,35,HS      ,69686,560,0,2,Citizen    ,0
3388,Home,Male  ,38,HS      ,98102,593,8,2,Citizen    ,0
3389,Home,Male  ,48,HS      ,90982,567,6,2,Citizen    ,0
3390,Home,Female,41,HS      ,104068,539,0,2,Citizen    ,0
3391,Car ,Male  ,41,HS      ,111564,525,1,2,Citizen    ,0
3392,Car ,Male  ,28,HS      ,73260,504,1,2,Citizen    ,0
3393,Car ,Female,49,HS      ,115630,742,0,1,Non-citizen,1
3394,Car ,Male  ,39,HS      ,57704,663,1,2,Citizen    ,0
3395,Car ,Female,41,College ,105042,619,0,2,Citizen    ,0
3396,Home,Male  ,36,HS      ,95271,667,8,2,Citizen    ,0
3397,Car ,Female,43,College ,94000,620,1,2,Citizen    ,0
3398,Car ,Female,33,College ,93076,656,0,2,Citizen    ,0
3399,Car ,Female,53,Gradaute,76856,603,3,2,Citizen    ,0
3400,Home,Male  ,30,HS      ,46387,629,5,2,Citizen    ,0
3401,Car ,Female,38,HS      ,79166,538,0,2,Citizen    ,0
3402,Car ,Female,37,HS      ,76355,636,0,2,Citizen    ,0
3403,Car ,Male  ,43,College ,95022,591,3,2,Citizen    ,0
3404,Home,Female,39,HS      ,142057,601,3,2,Citizen    ,0
3405,Car ,Female,41,College ,105750,604,2,2,Citizen    ,0
3406,Home,Male  ,44,HS      ,81332,588,3,2,Citizen    ,0
3407,Home,Male  ,36,HS      ,111169,644,8,2,Citizen    ,0
3408,Home,Male  ,40,HS      ,91407,625,6,2,Citizen    ,0
3409,Home,Female,44,HS      ,71286,540,4,2,Citizen    ,0
3410,Car ,Female,44,HS      ,108686,741,1,1,Citizen    ,0
3411,Car ,Male  ,41,HS      ,112274,593,2,1,Citizen    ,0
3412,Home,Female,46,HS      ,92515,694,3,2,Citizen    ,0
3413,Car ,Male  ,33,HS      ,97059,543,0,2,Citizen    ,0
3414,Car ,Female,49,HS      ,83073,638,1,2,Citizen    ,0
3415,Car ,Female,45,HS      ,90041,602,0,2,Citizen    ,0
3416,Home,Male  ,47,Gradaute,81733,528,4,2,Citizen    ,0
3417,Car ,Female,42,HS      ,76933,596,2,2,Citizen    ,0
3418,Car ,Female,35,HS      ,96130,608,1,2,Citizen    ,0
3419,Home,Male  ,31,HS      ,90130,530,2,2,Citizen    ,0
3420,Home,Female,40,College ,123478,586,9,2,Citizen    ,0
3421,Car ,Male  ,38,College ,78720,603,0,2,Citizen    ,0
3422,Car ,Male  ,39,HS      ,78859,608,0,2,Citizen    ,0
3423,Car ,Male  ,40,HS      ,108992,667,0,2,Citizen    ,1
3424,Car ,Male  ,43,HS      ,98138,628,3,2,Citizen    ,0
3425,Home,Female,39,HS      ,114144,605,0,2,Citizen    ,0
3426,Home,Female,44,HS      ,117239,600,5,2,Citizen    ,0
3427,Home,Male  ,41,HS      ,101617,660,8,2,Citizen    ,0
3428,Home,Female,44,HS      ,107880,698,8,1,Citizen    ,0
3429,Car ,Female,48,College ,109322,604,3,2,Non-citizen,0
3430,Car ,Female,42,HS      ,98253,589,1,2,Citizen    ,0
3431,Home,Male  ,45,HS      ,119034,581,9,2,Citizen    ,0
3432,Car ,Female,50,HS      ,117946,619,0,2,Citizen    ,0
3433,Home,Female,37,HS      ,97368,651,2,2,Citizen    ,0
3434,Car ,Male  ,36,College ,87931,548,1,2,Citizen    ,0
3435,Car ,Male  ,42,HS      ,85624,634,2,2,Citizen    ,0
3436,Home,Female,41,HS      ,109173,614,7,1,Citizen    ,0
3437,Car ,Female,42,College ,122580,760,0,2,Citizen    ,0
3438,Car ,Male  ,34,HS      ,79291,573,0,2,Citizen    ,0
3439,Home,Male  ,42,HS      ,100364,723,9,2,Citizen    ,0
3440,Car ,Female,39,HS      ,92078,681,0,1,Citizen    ,0
3441,Car ,Female,44,HS      ,129523,590,2,2,Citizen    ,0
3442,Car ,Female,52,College ,125693,729,1,2,Non-citizen,0
3443,Home,Female,44,College ,92999,529,6,2,Citizen    ,1
3444,Home,Male  ,49,HS      ,97058,780,6,1,Citizen    ,0
3445,Car ,Male  ,50,HS      ,103956,580,3,1,Citizen    ,0
3446,Car ,Male  ,54,HS      ,77691,661,0,2,Citizen    ,0
3447,Home,Female,32,HS      ,86900,630,4,2,Citizen    ,0
3448,Car ,Male  ,44,HS      ,100658,589,2,1,Citizen    ,1
3449,Car ,Female,42,HS      ,115386,695,1,2,Citizen    ,0
3450,Car ,Male  ,37,HS      ,96389,511,1,2,Citizen    ,0
3451,Car ,Female,44,HS      ,91009,584,0,2,Citizen    ,0
3452,Car ,Male  ,50,HS      ,96828,612,2,2,Citizen    ,0
3453,Car ,Male  ,31,HS      ,93962,589,0,2,Citizen    ,0
3454,Car ,Female,46,HS      ,106829,604,1,1,Citizen    ,0
3455,Home,Male  ,35,HS      ,78846,622,6,2,Citizen    ,0
3456,Car ,Female,43,HS      ,113003,592,3,2,Citizen    ,0
3457,Car ,Male  ,49,College ,111524,627,1,1,Citizen    ,0
3458,Home,Male  ,38,HS      ,102779,545,5,2,Citizen    ,0
3459,Car ,Female,43,HS      ,103717,688,3,1,Citizen    ,0
3460,Home,Female,53,College ,103686,610,13,2,Citizen    ,0
3461,Home,Female,43,HS      ,73471,627,1,2,Citizen    ,0
3462,Car ,Female,43,Gradaute,103180,694,1,2,Non-citizen,0
3463,Car ,Male  ,44,HS      ,99344,712,0,1,Citizen    ,0
3464,Home,Male  ,43,HS      ,97050,519,3,2,Citizen    ,0
3465,Car ,Male  ,42,HS      ,94650,600,0,2,Citizen    ,0
3466,Car ,Male  ,48,HS      ,103448,535,0,2,Citizen    ,1
3467,Car ,Female,38,HS      ,112239,665,0,2,Citizen    ,1
3468,Car ,Male  ,33,HS      ,79224,627,1,2,Citizen    ,0
3469,Car ,Male  ,32,HS      ,47656,491,0,2,Citizen    ,0
3470,Car ,Male  ,31,HS      ,89989,585,0,2,Citizen    ,0
3471,Car ,Male  ,35,College ,65773,501,1,2,Citizen    ,0
3472,Home,Male  ,34,HS      ,78680,637,2,2,Citizen    ,0
3473,Car ,Male  ,45,HS      ,103583,640,0,1,Citizen    ,0
3474,Car ,Female,44,HS      ,100315,585,0,1,Citizen    ,1
3475,Car ,Male  ,26,HS      ,85393,586,1,2,Citizen    ,0
3476,Car ,Female,46,College ,122995,676,2,2,Citizen    ,0
3477,Car ,Male  ,40,HS      ,53791,566,0,2,Citizen    ,0
3478,Home,Female,43,HS      ,94461,561,7,2,Citizen    ,0
3479,Home,Female,33,HS      ,119700,583,6,2,Citizen    ,0
3480,Car ,Male  ,45,College ,101132,534,3,2,Citizen    ,0
3481,Car ,Male  ,46,HS      ,75843,585,0,2,Citizen    ,0
3482,Home,Male  ,38,HS      ,104880,617,1,2,Citizen    ,0
3483,Car ,Male  ,46,HS      ,94285,629,2,2,Citizen    ,0
3484,Car ,Female,37,College ,104766,683,0,2,Citizen    ,0
3485,Car ,Male  ,32,HS      ,81463,594,3,2,Citizen    ,0
3486,Home,Male  ,37,HS      ,95598,574,8,2,Citizen    ,0
3487,Car ,Male  ,35,HS      ,114043,686,0,2,Citizen    ,0
3488,Car ,Male  ,44,HS      ,123902,528,0,2,Citizen    ,0
3489,Home,Male  ,34,Gradaute,93302,572,10,2,Citizen    ,0
3490,Car ,Female,47,HS      ,123514,648,0,2,Citizen    ,0
3491,Car ,Male  ,41,HS      ,101186,579,1,2,Citizen    ,0
3492,Car ,Male  ,43,Gradaute,83214,564,3,2,Citizen    ,0
3493,Car ,Female,51,HS      ,91676,690,2,2,Citizen    ,0
3494,Home,Male  ,46,HS      ,102146,587,4,2,Citizen    ,0
3495,Home,Male  ,33,HS      ,78730,589,0,2,Citizen    ,0
3496,Car ,Male  ,46,HS      ,84190,539,2,1,Citizen    ,0
3497,Car ,Female,42,HS      ,97056,603,2,2,Citizen    ,0
3498,Home,Male  ,43,HS      ,110200,577,4,2,Citizen    ,0
3499,Car ,Female,50,College ,125891,674,2,2,Citizen    ,0
3500,Home,Male  ,41,HS      ,92081,616,6,2,Citizen    ,0
3501,Car ,Male  ,41,HS      ,95781,699,0,2,Citizen    ,0
3502,Home,Female,44,HS      ,102151,661,7,2,Citizen    ,0
3503,Car ,Male  ,48,HS      ,81659,635,0,2,Citizen    ,0
3504,Home,Male  ,42,HS      ,90017,639,4,2,Citizen    ,0
3505,Car ,Male  ,40,HS      ,90616,566,0,2,Citizen    ,0
3506,Car ,Male  ,41,College ,103786,631,3,2,Citizen    ,0
3507,Car ,Female,50,HS      ,106761,596,1,2,Citizen    ,1
3508,Car ,Female,48,HS      ,125971,703,1,2,Citizen    ,1
3509,Car ,Male  ,43,HS      ,70378,577,2,2,Citizen    ,0
3510,Car ,Male  ,43,HS      ,64185,578,1,1,Citizen    ,0
3511,Home,Male  ,38,HS      ,97946,553,8,2,Citizen    ,0
3512,Home,Male  ,50,HS      ,108498,562,6,2,Citizen    ,0
3513,Car ,Male  ,45,HS      ,93972,616,2,2,Citizen    ,0
3514,Home,Male  ,34,HS      ,79484,629,3,2,Citizen    ,0
3515,Car ,Male  ,35,HS      ,72759,601,0,2,Citizen    ,0
3516,Car ,Female,54,HS      ,91396,702,1,2,Citizen    ,1
3517,Car ,Female,39,Gradaute,113322,628,2,2,Non-citizen,0
3518,Car ,Female,50,College ,110400,691,2,2,Citizen    ,0
3519,Car ,Female,51,HS      ,112211,557,3,2,Citizen    ,0
3520,Home,Male  ,42,HS      ,96670,531,6,2,Citizen    ,0
3521,Home,Male  ,36,College ,88404,563,6,2,Citizen    ,0
3522,Car ,Female,49,HS      ,88437,690,1,1,Citizen    ,0
3523,Car ,Male  ,48,College ,94181,618,0,2,Citizen    ,0
3524,Car ,Female,51,College ,89959,653,2,2,Citizen    ,0
3525,Car ,Male  ,38,College ,103618,550,3,2,Citizen    ,0
3526,Car ,Male  ,46,HS      ,135000,639,0,2,Citizen    ,1
3527,Car ,Male  ,57,HS      ,118578,671,2,2,Citizen    ,0
3528,Car ,Male  ,50,HS      ,103288,653,0,2,Citizen    ,0
3529,Home,Female,43,HS      ,77492,642,6,2,Citizen    ,0
3530,Car ,Male  ,47,HS      ,103521,595,0,2,Citizen    ,0
3531,Car ,Female,38,HS      ,89551,558,0,2,Citizen    ,0
3532,Home,Female,35,College ,98828,602,6,2,Citizen    ,0
3533,Car ,Female,38,College ,134235,700,2,2,Citizen    ,1
3534,Car ,Male  ,31,HS      ,90582,519,2,2,Citizen    ,0
3535,Car ,Male  ,47,College ,117757,613,2,2,Citizen    ,0
3536,Car ,Female,46,HS      ,106178,656,1,1,Citizen    ,0
3537,Car ,Female,40,HS      ,99188,683,0,2,Citizen    ,0
3538,Car ,Female,41,College ,111634,629,0,2,Citizen    ,0
3539,Car ,Male  ,34,College ,77951,559,0,2,Citizen    ,1
3540,Home,Female,44,HS      ,104029,706,6,2,Citizen    ,0
3541,Car ,Male  ,39,College ,79805,599,2,2,Citizen    ,0
3542,Home,Male  ,54,HS      ,101433,593,5,2,Citizen    ,0
3543,Car ,Female,37,HS      ,87715,649,0,2,Citizen    ,0
3544,Car ,Male  ,40,HS      ,99528,609,2,2,Citizen    ,0
3545,Car ,Male  ,39,College ,126583,590,2,2,Citizen    ,0
3546,Car ,Male  ,36,HS      ,74494,532,0,2,Citizen    ,0
3547,Car ,Male  ,39,HS      ,93218,595,0,2,Citizen    ,0
3548,Home,Male  ,43,College ,142906,644,10,2,Citizen    ,0
3549,Home,Male  ,45,HS      ,82279,536,7,2,Citizen    ,0
3550,Car ,Male  ,42,Gradaute,110733,662,2,1,Citizen    ,0
3551,Home,Male  ,30,HS      ,55569,463,3,2,Citizen    ,0
3552,Car ,Female,42,College ,97375,694,0,2,Citizen    ,0
3553,Car ,Male  ,33,College ,102198,572,0,2,Citizen    ,0
3554,Car ,Male  ,43,College ,97538,679,2,2,Citizen    ,0
3555,Car ,Male  ,42,HS      ,99751,562,0,2,Citizen    ,0
3556,Car ,Female,48,HS      ,88963,731,3,2,Citizen    ,0
3557,Home,Male  ,44,HS      ,106682,666,5,2,Citizen    ,0
3558,Car ,Male  ,44,HS      ,94434,604,1,2,Citizen    ,0
3559,Car ,Female,47,College ,139708,647,2,2,Citizen    ,1
3560,Home,Male  ,42,HS      ,82072,579,4,2,Citizen    ,0
3561,Home,Male  ,52,College ,122986,775,13,2,Citizen    ,1
3562,Car ,Male  ,39,HS      ,69317,597,0,2,Citizen    ,0
3563,Home,Male  ,34,HS      ,103254,505,10,2,Citizen    ,0
3564,Car ,Female,37,HS      ,92770,647,2,2,Citizen    ,0
3565,Car ,Male  ,42,HS      ,108044,632,0,2,Citizen    ,0
3566,Car ,Male  ,39,HS      ,106751,582,1,2,Citizen    ,0
3567,Car ,Male  ,42,HS      ,79500,638,1,2,Citizen    ,0
3568,Home,Male  ,43,HS      ,92359,583,7,2,Citizen    ,0
3569,Home,Male  ,44,College ,62250,500,5,2,Citizen    ,0
3570,Car ,Female,40,Gradaute,106862,651,3,1,Non-citizen,0
3571,Car ,Female,49,HS      ,100789,547,1,2,Citizen    ,0
3572,Car ,Female,46,HS      ,111854,596,2,2,Citizen    ,0
3573,Car ,Male  ,44,HS      ,88313,656,0,2,Citizen    ,0
3574,Car ,Female,45,College ,124601,577,3,2,Citizen    ,0
3575,Car ,Male  ,35,HS      ,85908,542,0,2,Citizen    ,0
3576,Home,Female,34,HS      ,87618,773,8,2,Citizen    ,1
3577,Car ,Male  ,30,HS      ,104587,671,0,2,Citizen    ,0
3578,Car ,Male  ,45,College ,101071,522,3,2,Citizen    ,0
3579,Home,Male  ,44,HS      ,123210,599,11,2,Citizen    ,0
3580,Home,Male  ,44,HS      ,99320,623,4,2,Citizen    ,0
3581,Car ,Male  ,39,HS      ,93183,563,1,2,Citizen    ,0
3582,Car ,Male  ,41,HS      ,96830,619,0,2,Citizen    ,0
3583,Car ,Male  ,41,HS      ,71067,583,2,2,Citizen    ,0
3584,Car ,Male  ,61,College ,112149,717,2,2,Non-citizen,0
3585,Car ,Female,47,College ,86800,628,0,2,Non-citizen,0
3586,Home,Male  ,41,HS      ,110335,561,4,2,Citizen    ,0
3587,Home,Male  ,40,HS      ,100152,526,2,2,Citizen    ,0
3588,Car ,Male  ,40,HS      ,69411,563,0,2,Citizen    ,0
3589,Home,Male  ,34,HS      ,78078,550,3,2,Citizen    ,0
3590,Home,Male  ,38,HS      ,136050,585,8,2,Citizen    ,0
3591,Home,Female,48,HS      ,122548,646,4,2,Citizen    ,0
3592,Car ,Female,49,College ,102784,729,2,2,Citizen    ,0
3593,Home,Male  ,41,HS      ,73374,635,2,2,Citizen    ,0
3594,Home,Male  ,31,HS      ,84459,683,10,2,Citizen    ,0
3595,Car ,Male  ,49,HS      ,92143,592,3,2,Citizen    ,0
3596,Car ,Male  ,42,College ,83494,567,2,2,Citizen    ,0
3597,Home,Male  ,50,HS      ,98009,725,10,2,Citizen    ,0
3598,Car ,Male  ,51,HS      ,83824,498,1,2,Citizen    ,0
3599,Home,Male  ,33,HS      ,102611,529,0,2,Citizen    ,0
3600,Home,Male  ,42,HS      ,111534,669,11,1,Citizen    ,0
3601,Car ,Female,36,College ,144433,630,0,2,Citizen    ,0
3602,Car ,Male  ,52,HS      ,101841,564,0,2,Citizen    ,0
3603,Home,Male  ,45,HS      ,75879,547,12,2,Citizen    ,0
3604,Car ,Female,42,HS      ,94866,549,0,2,Citizen    ,0
3605,Car ,Male  ,38,College ,102090,634,2,2,Citizen    ,0
3606,Car ,Male  ,45,HS      ,99600,639,2,2,Citizen    ,0
3607,Car ,Male  ,37,HS      ,62616,554,1,2,Citizen    ,0
3608,Car ,Female,42,College ,96726,656,2,2,Citizen    ,0
3609,Car ,Male  ,34,Gradaute,82234,603,0,2,Citizen    ,0
3610,Home,Female,39,College ,122489,540,8,2,Citizen    ,0
3611,Car ,Female,47,HS      ,100300,674,0,2,Non-citizen,0
3612,Home,Female,38,HS      ,134099,664,6,2,Citizen    ,0
3613,Car ,Female,44,College ,92824,665,2,2,Citizen    ,0
3614,Car ,Female,50,College ,101084,625,3,2,Citizen    ,0
3615,Car ,Female,31,HS      ,96351,605,0,2,Citizen    ,0
3616,Home,Male  ,39,College ,103096,642,10,2,Citizen    ,0
3617,Car ,Female,50,HS      ,97864,531,0,1,Citizen    ,0
3618,Home,Male  ,45,HS      ,101199,592,11,2,Citizen    ,0
3619,Home,Male  ,47,Gradaute,113459,618,12,2,Citizen    ,0
3620,Home,Female,38,College ,85501,584,6,2,Citizen    ,0
3621,Home,Male  ,38,HS      ,102410,575,1,2,Citizen    ,0
3622,Car ,Female,39,HS      ,87841,633,1,2,Citizen    ,0
3623,Car ,Male  ,53,Gradaute,104102,674,2,2,Citizen    ,0
3624,Home,Female,42,HS      ,95283,552,5,2,Citizen    ,0
3625,Car ,Male  ,44,HS      ,124031,538,3,2,Citizen    ,0
3626,Home,Male  ,43,HS      ,100836,454,7,2,Citizen    ,0
3627,Home,Male  ,34,HS      ,78955,600,6,2,Citizen    ,0
3628,Car ,Female,57,HS      ,115441,734,2,2,Citizen    ,0
3629,Home,Male  ,33,HS      ,110890,586,7,2,Citizen    ,0
3630,Car ,Male  ,41,HS      ,95762,647,2,1,Citizen    ,0
3631,Car ,Male  ,39,HS      ,100601,639,1,2,Citizen    ,0
3632,Car ,Male  ,49,HS      ,82874,624,0,2,Citizen    ,0
3633,Car ,Male  ,44,HS      ,84976,509,2,2,Citizen    ,0
3634,Car ,Male  ,39,HS      ,82879,529,1,2,Citizen    ,0
3635,Home,Male  ,41,HS      ,78023,545,4,2,Citizen    ,0
3636,Car ,Female,53,HS      ,124697,618,1,1,Citizen    ,0
3637,Car ,Female,38,Gradaute,111310,681,0,2,Non-citizen,1
3638,Car ,Male  ,37,HS      ,84593,524,2,2,Citizen    ,0
3639,Home,Female,45,HS      ,94883,570,9,2,Citizen    ,0
